Year,Yearly Rank,Source,Prefix,CH,40,10,PK,High,Verified,Artist,Artist Inverted,Featured,UnFeatured,Album,B-Side,Track,Time,Time Source,explicit,Time (Album),Artist ID,SYMBL,ReIssue,Label/Number,Media,Stereo (55-68),Pic Sleeve,Genre,Comments,Written By,Temp 1,Date Entered,Date Peaked,1st Week,2nd Week,3rd Week,4th Week,5th Week,6th Week,7th Week,8th Week,9th Week,10th Week,11th Week,12th Week,13th Week,14th Week,15th Week,16th Week,17th Week,18th Week,19th Week,20th Week,21st Week,22nd Week,23rd Week,24th Week,25th Week,26th Week,27th Week,28th Week,29th Week,30th Week,31st Week,32nd Week,33rd Week,34th Week,35th Week,36th Week,37th Week,38th Week,39th Week,40th Week,41st Week,42nd Week,43rd Week,44th Week,45th Week,46th Week,47th Week,48th Week,49th Week,50th Week,51st Week,52nd Week,53rd Week,54th Week,55th Week,56th Week,57th Week,58th Week,59th Week,60th Week,61st Week,62nd Week,63rd Week,64th Week,65th Week,66th Week,67th Week,68th Week,69th Week,70th Week,71st Week,72nd Week,73rd Week,74th Week,75th Week,76th Week,77th Week,78th Week,79th Week,80th Week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,206,a,1990_206,20,2,0,1,38,,"Smithereens, The","Smithereens, The",,,11 - Enigma 91194,(Part II) / Like Someone In Love,A Girl Like You,4:07,,,,,,,Enigma 44480,,--,,Rock,,P.DiNizio,686,12/9/1989,3/17/1990,93,83,79,79,77,75,68,64,55,52,46,45,41,39,38,60,69,77,87,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,207,a,1990_207,12,2,0,1,38,,Electronic,Electronic,,,Electronic - Warner 26387,Lucky Bag,Getting Away With It,4:19,,,,,,,Warner Bros. 7-19880,CS,--,,Rock,,"B.Sumner,J.Marr,N.Tennant",529,3/31/1990,5/19/1990,88,72,65,48,47,45,41,38,39,48,66,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,208,a,1990_208,11,1,0,1,38,,En Vogue,En Vogue,,,Remix to Sing,(album version),Lies,4:08,,,,,,,Atlantic 4-87893,CS,--,,Rock,,"T.McElroy,D.Foster,En Vogue,K.Shaheed",460,8/25/1990,10/13/1990,82,74,63,58,48,45,43,38,41,67,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,209,a,1990_209,12,1,0,1,39,,Poco,Poco,,,,,Nothin' To Hide,4:21,,,,,,,RCA 9131,45s,--,y,Rock,,"R.Marx,B.Gaitsch",429,12/2/1989,1/20/1990,89,71,59,54,54,43,43,39,46,68,77,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,210,a,1990_210,11,1,0,1,39,,Tina Turner,"Turner, Tina",,,Foreign Affair,,Steamy Windows,4:03,,,,,,,Capitol 44473,45s,--,y,R&B,,T.J.White,385,11/25/1989,1/6/1990,83,69,61,53,48,48,39,42,63,75,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,211,a,1990_211,23,1,0,1,40,,Shana,Shana,,,,,I Want You,4:15,,,,,,,Vision 4511,,--,,Electronica,,S.Gordon,855,10/7/1989,1/13/1990,96,84,83,71,70,67,62,52,46,43,43,41,41,41,40,41,44,53,65,68,83,85,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,212,a,1990_212,17,1,0,1,40,,Timmy T,Timmy T,,,,,Time After Time,4:07,,,,,,,Jam City 5003,CS,--,,Rock,,Timmy T.,627,3/10/1990,5/5/1990,80,79,70,62,57,51,42,41,40,52,53,64,71,72,82,83,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,213,a,1990_213,11,1,0,1,40,,Lou Gramm,"Gramm, Lou",,,Long Hard Look - Atlantic 81915,,True Blue Love,4:48,,,,,,,Atlantic 88768,CS,--,,Rock,,"L.Gramm,P.Wolf",473,2/17/1990,3/31/1990,96,68,59,53,45,44,40,42,44,65,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,214,a,1990_214,14,0,0,2,42,,Al B. Sure!,Al B. Sure!,,,Private Times…and the Whole 9! (Warner Bros. 26005),,Missunderstanding,4:30,,,,,,,Warner 19590,CS,--,,Rock,,"Al B.Sure!,DJ Eddie F.,Nevelle",444,10/13/1990,11/17/1990,77,70,58,50,47,42,42,60,67,75,88,88,94,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,215,a,1990_215,18,0,0,1,42,,Kid Frost,Kid Frost,,,,,La Raza,3:21,,,,,,,Virgin 4-98947,,--,,,,"A.Molina, Jr.,T.Gonzales,G.Wilson",691,7/7/1990,9/8/1990,89,72,62,57,51,51,48,45,45,42,49,57,66,67,69,84,82,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,216,a,1990_216,15,0,0,1,42,,Winger,Winger,,,In The Heart Of The Young - Atlantic 82103,,Can't Get Enuff,4:05,,,,,,,Atlantic 4-87884,CS,--,n,Rock,,"K.Winger,R.Beach",532,7/28/1990,9/22/1990,93,84,71,66,60,54,52,44,42,47,55,63,75,77,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,217,a,1990_217,10,0,0,1,42,,Tommy Page,"Page, Tommy",,,,,When I Dream Of You,4:04,,,,,,,Sire 7-19839,45/CS,--,n,Rock,,T.Page,392,5/12/1990,6/23/1990,87,69,65,54,49,43,42,45,69,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,218,a,1990_218,11,0,0,2,43,,Regina Belle,"Belle, Regina",,,,,Make It Like It Was,3:53,,,,,,,Columbia 73022,CS,--,,R&B,,C.Winans,406,2/24/1990,4/14/1990,96,79,68,59,58,55,48,43,43,63,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,219,a,1990_219,13,0,0,3,44,,Anita Baker,"Baker, Anita",,,,,Talk To Me,3:46,,,,,,,Elektra 64964,CS,--,,Rock,,"A.Baker,M.Powell,V.Fails",464,6/23/1990,7/28/1990,86,71,64,59,47,44,44,44,56,67,77,91,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,220,a,1990_220,26,0,0,2,44,,Jaya,Jaya,,,,,If You Leave Me Now,4:38,,,,,,,LMR 87000,,--,,Electronica,,"Stevie B,G.Gutierrez,D.Atabay",1016,10/14/1989,2/3/1990,94,87,80,78,70,69,61,53,53,52,53,53,52,51,50,47,44,48,49,46,45,44,52,65,72,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,221,a,1990_221,14,0,0,1,44,,Gloria Estefan,"Estefan, Gloria",,,Cuts Both Ways,,Cuts Both Ways,3:06,,,,,,,Epic 34-73395,CS,--,,Rock,,G.Estefan,530,6/30/1990,8/18/1990,83,76,67,59,56,52,50,44,53,57,61,63,77,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,222,a,1990_222,12,0,0,1,44,,Vixen,Vixen,,,Rev It Up - EMI 92923,,How Much Love,4:00,,,,,,,EMI 50302,CS,--,,Rock,,"J.Kuehnemund,J.Conrad,S.Plunkett",344,8/11/1990,9/22/1990,95,84,69,62,59,55,44,49,76,89,89,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,223,a,1990_223,15,0,0,1,45,,"Black Crowes, The","Black Crowes, The",,,Shake Your Money Maker,,Hard To Handle,3:08,,,,,,91 165,Def American 19668,CS,--,,Rock,,"Redding,Isbell,Jones",440,10/27/1990,12/15/1990,99,83,75,67,60,53,49,45,50,50,72,75,72,84,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,224,a,1990_224,12,0,0,1,46,,Kaoma,Kaoma,,,,,Lambada,3:35,,,,,F,,Epic 73090,CS,--,,,,C.De Oliveira,400,3/3/1990,4/7/1990,71,64,56,53,50,46,50,66,77,91,89,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,225,a,1990_225,11,0,0,1,46,,Sydney Youngblood,"Youngblood, Sydney",,,Feeling Free,,I'd Rather Go Blind,3:50,,,,,,,Arista 2055,CS,--,,R&B,,"E.Jordan,B.Foster",366,8/25/1990,10/6/1990,96,82,70,64,58,50,46,48,63,78,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,226,a,1990_226,10,0,0,1,46,,Tony! Toni! Toné!,Tony! Toni! Toné!,,,,,The Blues,4:13,,,,,,,Wing 873994,CS/45s,--,,Rock,,"D.Wiggins,R.Wiggins",350,6/2/1990,7/7/1990,89,67,56,51,48,46,63,67,73,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,97,a,1982_097,18,12,0,2,15,p,Sheena Easton,"Easton, Sheena",,,You Could Have Been With Me - EMI America SW-17061,Savoir Faire,You Could Have Been With Me,3:48,,,,,,,EMI America 8101,45s,--,y,Rock,,Lea Maalfrid,1134,11/28/1981,2/20/1982,78,69,48,40,32,32,28,23,21,20,19,17,15,15,30,52,52,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,98,a,1982_098,17,11,0,2,15,p,Glenn Frey,"Frey, Glenn",,,No Fun Aloud,All Those Lies,The One You Love,4:35,,,,,,,Asylum 7-69974,45s,--,,Rock,,"Glenn Frey, Jack Tempchin",1009,8/21/1982,11/6/1982,87,75,53,39,35,33,32,26,22,20,16,15,15,34,75,88,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,99,a,1982_099,21,10,0,2,15,p,Alabama,Alabama,,,Feels So Right - RCA AHL1-3930,Ride The Train,Love In The First Degree,3:16,,,,,,,RCA 12288,45s,--,n,Country,,"Tim DuBois, Jim Hurt",1190,11/14/1981,3/6/1982,90,81,71,63,56,48,44,44,41,37,33,30,25,21,17,16,15,15,37,44,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,100,a,1982_100,15,10,0,2,15,p,Eddie Rabbitt,"Rabbitt, Eddie",,,Step By Step,Nobody Could Lose A Heart Tonight,Someone Could Lose A Heart Tonight,3:26,,,,,,,Elektra 47239,45s,--,n,Country,,"David Malloy, Eddie Rabbitt, Even Stevens",896,11/14/1981,1/23/1982,76,59,44,32,27,25,21,21,19,16,15,15,34,82,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,101,a,1982_101,14,10,0,2,15,p,Santana,Santana,,,Shango - Columbia FC-38122,Oxun (Oshun),Hold On,3:49,,,,,,,Columbia 18-03160,45s,--,,Rock,,Ian Thomas,960,8/14/1982,10/23/1982,72,51,34,30,27,22,19,19,16,16,15,15,73,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,102,a,1982_102,17,12,0,3,16,p,Eddie Money,"Money, Eddie",,,No Control - Columbia FC-37960,Drivin' Me Crazy,Think I'm In Love,3:10,,,,,,,Columbia 18-02964,45s,--,,Rock,,"Eddie Money, Randy Oda",1178,7/3/1982,9/18/1982,66,53,45,40,28,24,21,19,17,17,17,16,16,16,25,87,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,103,a,1982_103,14,8,0,3,16,p,Pointer Sisters,Pointer Sisters,,,So Excited - Planet BXL1-4355,I Want To Do It With You,American Music,3:43,,,,,,,Planet 13254,45s,--,n,Rock,,Parker McGee,887,6/26/1982,8/28/1982,73,57,47,43,33,29,25,20,18,16,16,16,81,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,104,a,1982_104,20,11,0,2,16,p,Steel Breeze,Steel Breeze,,,Steel Breeze - RCA 4424,Who's Gonna Love You Tonight,You Don't Want Me Anymore,3:27,,,,,,,RCA 13283,45s,--,n,Rock,,Ken Goorabian,1094,8/28/1982,11/13/1982,67,58,52,39,36,33,28,26,24,22,18,16,16,23,68,68,88,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,105,a,1982_105,14,9,0,2,16,p,Bob & Doug Mc Kenzie,"Mc Kenzie, Bob & Doug",,,Great White North - Mercury SRM-1-4034,Elron McKenzie,Take Off,2:42,,,,,,,Mercury 76134,45s,--,,Rock,(With Geddy Lee),"Kerry Crawford, Mark Giacomelli, Jonathan Goldsmith, Rick Moranis, Dave Thomas",839,1/30/1982,3/27/1982,84,66,54,40,34,24,22,19,16,16,19,37,89,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,106,a,1982_106,13,7,0,2,16,p,Quarterflash,Quarterflash,,,Quarterflash - Geffen GHS-2003,Cruisin' With The Deuce,Find Another Fool,4:34,,,,,,,Geffen 50006,45s,--,y,Rock,,Marv Ross,754,2/13/1982,4/17/1982,87,77,64,51,40,30,24,20,18,16,16,62,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,107,a,1982_107,16,10,0,3,17,p,Greg Guidry,"Guidry, Greg",,,Over The Line - Columbia FC-37735,Darlin' It's You,Goin' Down,3:45,,,,,,,Columbia 18-02691,45s,--,y,Rock,,"Greg Guidry, David Martin",979,2/13/1982,5/1/1982,90,83,73,60,51,38,29,25,22,19,19,17,17,17,36,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,108,a,1982_108,15,9,0,3,17,p,Kansas,Kansas,,,Vinyl Confessions - Kirshner 38002,Play On,Play The Game Tonight,3:26,,,,,,,Kirshner 5-02903,45s,--,,Rock,,"Phil Ehart, Robert Frazier, Kerry Livgren, Rich Williams",926,5/8/1982,7/3/1982,78,66,41,35,32,28,23,21,17,17,17,28,49,86,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,109,a,1982_109,14,8,0,3,17,p,Asia,Asia,,,Asia - Geffen GHS-2008,Time Again,Only Time Will Tell,4:05,,,,,,,Geffen 7-29970,45s,--,y,Rock,,"Geoffrey Downes, John Wetton",852,7/24/1982,9/18/1982,84,64,45,35,29,24,21,19,17,17,17,57,83,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,110,a,1982_110,16,8,0,2,17,,Evelyn King,"King, Evelyn ""Champagne""",,,,(instrumental),Love Come Down,3:43,,,,,,,RCA 13273,45s,--,n,Rock,,Michael Jones,858,8/28/1982,11/6/1982,85,76,63,49,43,36,32,30,22,20,17,17,38,81,90,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,111,a,1982_111,16,7,0,2,17,p,Survivor,Survivor,,,Eye Of The Tiger - Scotti Brothers FZ-38062,Silver Girl,American Heartbeat,3:50,,,,,,,Scotti Brothers 4-03213,45s,--,y,Rock,,"Jim Peterik, Frankie Sullivan",790,9/25/1982,11/20/1982,79,62,48,34,27,23,20,18,17,17,44,78,93,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
