artist,track,date,danceability,energy,mood,track_id,mxm_track_id
Ronnie Milsap,Stranger In My House,5/28/1983,0.65,0.62,0.64,TRLVUUA128F426310B,4578631
Eurythmics,Love Is A Stranger,11/12/1983,0.66,0.46,0.29,TRDDLJC128F425A7B6,4473933
Bryan Adams,This Time,10/29/1983,0.55,0.89,0.7,TRKPGHH128F1453DD0,1056402
Juice Newton,Heart Of The Night,1/29/1983,0.52,0.52,0.6,TRJMMDS128F4269EF6,6674544
ABC,Poison Arrow,3/26/1983,0.56,0.91,0.57,TRLMFJH128E0791359,5594015
Saga,On The Loose,2/26/1983,0.51,0.56,0.47,TRVGSSE128F92EEF4D,4099044
Barry Manilow,Some Kind Of Friend,4/30/1983,0.65,0.74,0.88,TREEIFG128F42925D8,2324767
Thompson Twins,Lies,3/26/1983,0.91,0.8,0.91,TRFEAQF128F92EB515,3318544
DeBarge,I Like It,4/9/1983,0.67,0.7,0.81,TRDPELC128F92CFE45,1170049
America,The Border,8/6/1983,0.71,0.71,0.89,TRNCFFA128F932D269,1740831
Madness,It Must Be Love,10/8/1983,0.6,0.48,0.69,TRRSFOD128F42BC56E,7724008
Chris De Burgh,Don't Pay The Ferryman,7/2/1983,0.42,0.92,0.48,TRSAHPT128F146760C,9510648
Loverboy,Queen Of The Broken Hearts,11/12/1983,0.54,0.8,0.67,TRUFOOE128F4268DEB,2148125
Michael Sembello,Automatic Man,11/5/1983,0.72,0.99,0.54,TRLSEKI128F92FF715,3981288
Stray Cats,I Won't Stand In Your Way,12/17/1983,0.26,0.42,0.45,TRCBTFO128F4290268,2012977
JoBoxers,Just Got Lucky,11/19/1983,0.63,0.96,0.77,TRWPTRU128F930AA23,5167519
Rita Coolidge,All Time High,8/27/1983,0.48,0.67,0.29,TRMXNRT128F92EF271,2184231
Martin Briley,The Salt In My Tears,7/30/1983,0.6,0.73,0.84,TRUIPDK128F425C8A5,1259371
Air Supply,Two Less Lonely People In The World,1/8/1983,0.33,0.73,0.28,TREAIAO128EF34939F,5101988
Alabama,The Closer You Get,6/11/1983,0.75,0.41,0.85,TRVNNMF128F4285161,8132223
Jefferson Starship,Winds Of Change,3/19/1983,0.43,0.64,0.55,TRZWDLY128F92EF1AE,1975745
Pat Benatar,Looking For A Stranger,5/28/1983,0.52,0.96,0.66,TRULASX128F145BFD9,2812872
Barry Manilow,Memory,1/15/1983,0.28,0.29,0.05,TRRGHPO128F429253D,8786333
Night Ranger,Don't Tell Me You Love Me,2/26/1983,0.15,0.8,0.28,TRBYOTZ128F14566DD,4341461
Stacy Lattisaw,Miracles,10/22/1983,0.5,0.4,0.31,TRIWDNJ128F4255517,4579637
Rick James,Cold Blooded,9/24/1983,0.96,0.14,0.73,TRMNUGP128F425FBF1,4732010
John Anderson,Swingin',4/16/1983,0.59,0.71,0.6,TRWMQWD128F149EB7A,6382752
Heart,How Can I Refuse,9/17/1983,0.6,0.57,0.79,TRPIMFL128F4269AC7,1498510
Mtume,Juicy Fruit,8/6/1983,0.93,0.42,0.78,TRJWOQB128F9303B58,4476935
Thompson Twins,Love On Your Side,6/4/1983,0.81,0.74,0.73,TRFATUK128F93274A1,7272110
New Edition,Candy Girl,6/25/1983,0.8,0.52,0.84,TRDILUP128F427684D,1065152
Styx,High Time,9/10/1983,0.68,0.51,0.91,TRAGRGE128F42711D6,1142475
Jennifer Holliday,I Am Love,11/26/1983,0.39,0.31,0.13,TRDQWXY128F931E8A8,5739362
Sergio Mendes,Rainbow's End,9/10/1983,0.67,0.43,0.49,TRXDOFU128F93211BB,6647499
Joe Walsh,Space Age Whiz Kids,7/16/1983,0.8,0.49,0.85,TRQNQGT128F4276588,1274472
U2,New Year's Day,5/14/1983,0.4,0.48,0.61,TRQJLRP128F4274F35,4638878
Lee Greenwood,I.O.U.,6/25/1983,0.41,0.16,0.19,TRUFZNT128F1459D28,8485219
Red Rockers,China,7/9/1983,0.48,0.38,0.67,TRUDYIC128F92F294E,1389113
Eddy Grant,I Don't Wanna Dance,9/17/1983,0.87,0.36,0.83,TRYEJSX128F933564D,1395401
Eddie Rabbitt,You Can't Run From Love,5/21/1983,0.69,0.45,0.76,TRDASYG128F423F6EB,8877174
Billy Joel,Goodnight Saigon,4/2/1983,0.58,0.38,0.17,TRAJQZO128F4267380,717086
ZZ Top,Sharp Dressed Man,8/27/1983,0.69,0.6,0.68,TRGEGUH12903CD7560,1771819
Wall Of Voodoo,Mexican Radio,4/30/1983,0.51,0.69,0.58,TRKFQRS128F933A736,9441607
Ronnie Milsap,Don't You Know How Much I Love You,9/10/1983,0.81,0.67,0.8,TRAGAVF128F424829B,4578634
Kansas,Fight Fire With Fire,10/1/1983,0.43,0.96,0.39,TRFCTBB128F4279C16,1367664
Rainbow,Street Of Dreams,12/10/1983,0.56,0.64,0.68,TREKECI128E0793D6F,1420885
Wham!,Bad Boys,9/17/1983,0.75,0.7,0.9,TRDKPNT128F4259ABD,1684924
Steve Miller Band,Give It Up,1/15/1983,0.62,0.52,0.82,TRMRCXB128F14595AA,1392002
J. Geils Band,Land Of A Thousand Dances,3/19/1983,0.43,0.65,0.35,TRUVZEI128F4293BED,2352637
Aretha Franklin,Get It Right,8/27/1983,0.75,0.8,0.9,TRABLTT128F428B03E,3306573
Missing Persons,Windows,2/12/1983,0.66,0.69,0.61,TRMIDHL128F1457198,1172478
Weird Al Yankovic,Ricky,5/28/1983,0.51,0.82,0.96,TRXEHQS128F931484C,1173135
Todd Rundgren,Bang The Drum All Day,5/21/1983,0.65,0.9,0.96,TRFBMRC128F14B03AB,1958863
Saga,Wind Him Up,5/7/1983,0.41,0.88,0.53,TRYVSCV12903CF9591,4099046
Hot Chocolate,Are You Getting Enough Happiness,1/15/1983,0.95,0.44,0.94,TRNWQZB128F14669B3,6789881
KISS,Lick It Up,12/17/1983,0.37,0.91,0.33,TRDQUXO128F92D0A03,9981876
Adam Ant,Desperate But Not Serious,3/26/1983,0.61,0.63,0.82,TRCIGNJ128F4273423,3759849
Spinners,Funny How Time Slips Away,1/22/1983,0.6,0.36,0.2,TRLEPVV128F4292E99,4552958
Thomas Dolby,Europa And The Pirate Twins,7/2/1983,0.56,0.65,0.84,TRMBXMO12903CB4F3F,708679
Missing Persons,Walking In L.A.,3/26/1983,0.5,0.98,0.49,TRGKESH128F42613E4,1172481
Paul Young,Wherever I Lay My Hat (That's My Home),10/29/1983,0.54,0.36,0.55,TRVWJOI128F425D6C5,1718000
Herbie Hancock,Rockit,10/8/1983,0.87,0.81,0.61,TRHWXYL128F92FCBB1,4476982
Ultravox,Reap The Wild Wind,4/30/1983,0.44,0.67,0.42,TRERVEE128F422D83A,3136281
Genesis,Mama,10/29/1983,0.55,0.94,0.59,TRXQGTZ128F1481E3A,1433442
Tears For Fears,Change,8/27/1983,0.58,0.43,0.73,TRPOXRT128F1477884,777596
Heaven 17,Let Me Go,3/19/1983,0.64,0.71,0.64,TRWQIIS128F146A297,9341063
Survivor,The One That Really Matters,2/12/1983,0.67,0.81,0.87,TRFQBHD128F42BC707,913357
Michael Martin Murphey,Still Taking Chances,1/22/1983,0.69,0.5,0.7,TRQRLVS128F4289683,859794
Alabama,Lady Down On Love,11/12/1983,0.31,0.13,0.1,TRNMNVL128F42BCCD1,1528495
Survivor,Caught In The Game,11/5/1983,0.67,0.71,0.69,TRUSACA128F42BC709,1499084
Modern English,I Melt With You,4/16/1983,0.52,0.65,0.75,TRLSPUL128F92E8FD6,1278414
Joan Armatrading,Drop The Pilot,6/25/1983,0.67,0.67,0.96,TRYGYJH128F1467625,2089265
Robert Palmer,You Are In My System,7/2/1983,0.76,0.6,0.61,TRLJZSK128E0784449,13026836
R.E.M.,Radio Free Europe,8/13/1983,0.34,0.59,0.76,TRIFBKY128F930807C,8737420
Kajagoogoo,Hang On Now,9/10/1983,0.57,0.44,0.91,TRSVKGN128F146AD9D,1382069
Phil Collins,I Cannot Believe It's True,5/28/1983,0.72,0.85,0.78,TRAOATJ128F147FC9B,745437
Saga,The Flyer,12/3/1983,0.51,0.93,0.74,TRWBWTR128F92EEF34,1883877
Michael Stanley Band,Take The Time,1/8/1983,0.63,0.69,0.82,TRBGWQG128F92FB42D,3742625
Berlin,Masquerade,10/1/1983,0.34,0.93,0.34,TRRQUHL128F4259E45,1226616
Peter Tosh,Johnny B. Goode,7/23/1983,0.65,0.48,0.85,TRLXZZW128F4272AEF,1244350
New Edition,Is This The End,10/29/1983,0.68,0.37,0.34,TRHMFHF128F147EB2D,1065149
Joe Jackson,Memphis,12/10/1983,0.51,0.69,0.74,TRESTFP128F14675B1,5863125
After The Fire,Dancing In The Shadows,6/4/1983,0.58,0.76,0.78,TRTUYKS128F427BE33,1395380
Atlantic Starr,Touch A Four Leaf Clover,12/24/1983,0.65,0.51,0.9,TRUNRFT12903CF2751,8598080
Mitch Ryder,When You Were Mine,7/30/1983,0.58,0.82,0.74,TRTJUIH12903CF6C1D,1891303
Van Halen,Jump,2/25/1984,0.49,0.87,0.7,TRSXEHB128F92F4351,5060769
Kenny Loggins,Footloose,3/31/1984,0.57,0.91,0.65,TRIFIEQ128F92FCD06,4144965
Stevie Wonder,I Just Called To Say I Love You,10/13/1984,0.64,0.46,0.47,TRZTWSZ128E0792D57,8684371
Wham!,Wake Me Up Before You Go-Go,11/17/1984,0.6,0.62,0.57,TRLEEUP12903CE26AF,4226943
Lionel Richie,Hello,5/12/1984,0.52,0.39,0.04,TRBTXLS128F933582E,3654320
Deniece Williams,Let's Hear It For The Boy,5/26/1984,0.73,0.57,0.8,TRVBGMW12903CBB920,3916013
Duran Duran,The Reflex,6/23/1984,0.54,0.81,0.85,TRJNWFC128E0794B3D,9730157
Billy Ocean,Caribbean Queen (No More Love On The Run),11/3/1984,0.78,0.67,0.94,TRFUESU128F92D20F2,8483940
John Waite,Missing You,9/22/1984,0.73,0.51,0.66,TRMSMQF128F9364C5C,9342602
Rockwell,Somebody's Watching Me,3/24/1984,0.77,0.26,0.84,TRNRUVQ128F147CD09,1936873
Cyndi Lauper,Girls Just Want To Have Fun,3/10/1984,0.61,0.8,0.65,TRDZCCZ128F42760CA,4656660
Cyndi Lauper,She Bop,9/8/1984,0.57,0.86,0.82,TRQLZSP12903CBAAC9,4379205
Thompson Twins,Hold Me Now,5/5/1984,0.84,0.46,0.94,TRFRMJC128F428D15C,9462688
Lionel Richie,Stuck On You,8/25/1984,0.5,0.36,0.23,TRBIMZB128F93263E8,1314821
Steve Perry,Oh Sherrie,6/9/1984,0.55,0.49,0.48,TREBXDI128F42BC4CF,1185367
Eurythmics,Here Comes The Rain Again,3/31/1984,0.45,0.39,0.14,TRPWLEH128F9351949,4473893
Laura Branigan,Self Control,6/30/1984,0.76,0.79,0.61,TRKJPCU128F92F2E6C,3951998
Billy Idol,Eyes Without A Face,7/14/1984,0.48,0.77,0.76,TRIYHIG128F14647D4,1159946
Michael Jackson,Thriller,3/3/1984,0.79,0.76,0.82,TREKSNP128F92F33B3,786315
Elton John,I Guess That's Why They Call It The Blues,1/28/1984,0.78,0.34,0.63,TRTLZZL128EF342C64,9462683
Matthew Wilder,Break My Stride,1/21/1984,0.9,0.73,0.88,TRAAAZF12903CCCF6B,1241519
Rick Springfield,Love Somebody,5/5/1984,0.51,0.78,0.55,TRVLMXT128F93093AC,4199248
Night Ranger,Sister Christian,6/9/1984,0.4,0.66,0.29,TRXDXRG128F14566DC,1396293
Cyndi Lauper,All Through The Night,12/8/1984,0.49,0.81,0.44,TRTQIIC128F42624F7,862752
Elton John,Sad Songs (Say So Much),8/11/1984,0.74,0.75,0.95,TRODNCQ128EF342E37,1194094
Dan Hartman,I Can Dream About You,8/18/1984,0.71,0.64,0.85,TRXGOQH128F425C30E,1307528
Lionel Richie,Running With The Night,2/4/1984,0.56,0.95,0.51,TRPZHFQ128F147183B,1314824
Corey Hart,Sunglasses At Night,9/1/1984,0.63,0.81,0.69,TRFOKHN128F145B450,1152607
Lionel Richie,Penny Lover,12/1/1984,0.71,0.38,0.62,TRUODVA128F93263E7,3654278
Tracey Ullman,They Don't Know,4/28/1984,0.5,0.8,0.8,TRBQDAU128F428E7B4,5176129
Shannon,Let The Music Play,2/25/1984,0.74,0.51,0.81,TRDRXHA12903CBB25F,5110987
Bananarama,Cruel Summer,9/29/1984,0.66,0.9,0.93,TRXHWIA128E078A9BB,6032928
Madonna,Borderline,6/16/1984,0.79,0.37,0.33,TRDFUQS12903CCEFD0,753069
Billy Joel,An Innocent Man,2/25/1984,0.55,0.5,0.53,TRDCVZL128F4264C4B,717186
Thompson Twins,Doctor! Doctor!,7/21/1984,0.67,0.62,0.93,TREOJBZ128F428D15F,8038819
Ratt,Round And Round,8/25/1984,0.32,0.92,0.45,TRHLQXZ128F92F3E3E,982153
Weird Al Yankovic,Eat It,4/14/1984,0.69,0.66,0.82,TRKXWLW128F931484E,964652
Survivor,I Can't Hold Back,12/8/1984,0.46,0.7,0.38,TRMCHUS128F4285848,960318
Culture Club,It's A Miracle,6/16/1984,0.5,0.92,0.56,TRIPNPP128F1468C8A,1372909
Dan Fogelberg,The Language Of Love,3/24/1984,0.64,0.65,0.9,TRKWWIB12903C9DF1E,1308610
Night Ranger,When You Close Your Eyes,9/29/1984,0.47,0.75,0.37,TRBTWEP128F14566D5,1396296
Jermaine Jackson,Dynamite,9/15/1984,0.6,0.75,0.67,TRCEKLJ12903CB6ACE,3410977
Madonna,Holiday,1/28/1984,0.85,0.39,0.96,TRALSBI12903CCEEA0,9388262
Wang Chung,Dance Hall Days,7/7/1984,0.63,0.75,0.51,TRAFSAP128E0780ECF,3927657
Shalamar,Dancing In The Sheets,5/26/1984,0.71,0.73,0.88,TRDVZQB12903CAF8E4,8391816
Corey Hart,It Ain't Enough,12/1/1984,0.63,0.13,0.41,TRVHZNL128F145B45A,1152611
Barry Manilow,Read 'Em And Weep,1/7/1984,0.52,0.74,0.42,TRWSQAD12903CA6C69,3647899
Diana Ross,Swept Away,10/27/1984,0.7,0.93,0.94,TROPLLW12903CFF671,1139134
Rick Springfield,Bop 'Til You Drop,10/20/1984,0.62,0.69,0.59,TREBGXU128F428ADB7,4199254
Steve Perry,She's Mine,8/11/1984,0.49,0.86,0.39,TRMAGZB128F42BC4D3,1185372
Twisted Sister,We're Not Gonna Take It,9/22/1984,0.25,0.95,0.37,TRQPREW128F42746BC,2858983
Paul Young,Come Back And Stay,4/7/1984,0.63,0.45,0.8,TRIRYOM128F425976B,2192086
Rebbie Jackson,Centipede,12/22/1984,0.54,0.66,0.67,TRCTFXZ128F4263B80,3403381
Yes,Leave It,4/21/1984,0.67,0.87,0.63,TRGFVQF128F42392D2,9844091
Re-Flex,The Politics Of Dancing,3/17/1984,0.69,0.91,0.82,TRUZRAY128EF34B963,1186141
Dan Hartman,We Are The Young,12/15/1984,0.67,0.63,0.72,TRGDFQG128F4264F30,1307527
Deborah Allen,Baby I Lied,1/21/1984,0.62,0.36,0.36,TRCOUVF128F4249CF5,7469866
Eddy Grant,Romancing The Stone,7/21/1984,0.68,0.66,0.96,TRYSOHF12903CC374C,4903780
Rick Springfield,Don't Walk Away,7/7/1984,0.59,0.86,0.38,TRBWEMB128F42A03E6,4199258
Laid Back,White Horse,5/12/1984,0.84,0.09,0.66,TRDCOTG128F426D0E7,3388962
Sammy Hagar,I Can't Drive 55,11/24/1984,0.48,0.56,0.81,TRGIDWA128F9318C05,2033127
Howard Jones,New Song,3/31/1984,0.78,0.75,0.86,TRGGFIH128F92F129A,948692
Spandau Ballet,Gold,1/14/1984,0.55,0.35,0.42,TRCDRYD128F93059D2,8985954
Billy Idol,Flesh For Fantasy,10/6/1984,0.63,0.62,0.58,TRFMXPD128F14647D9,1164736
Eurythmics,Right By Your Side,9/8/1984,0.56,0.73,0.9,TRZSKVY128F4298E31,809880
Jeffrey Osborne,Stay With Me Tonight,1/14/1984,0.52,0.89,0.55,TRNOLGD128F934318B,2067955
Talk Talk,It's My Life,5/19/1984,0.62,0.52,0.86,TRKGXYF128F92D2C35,690106
Quiet Riot,Bang Your Head (Metal Health),2/11/1984,0.46,0.94,0.34,TRDXWXN12903CCDB1C,3860930
Go-Go's,Turn To You,8/4/1984,0.51,0.84,0.78,TRIRPPW128F425C950,1304142
Howard Jones,What Is Love?,6/9/1984,0.64,0.96,0.62,TREOTSN12903CD4CAF,9462686
Matthew Wilder,The Kid's American,4/7/1984,0.75,0.77,0.75,TREZOLN12903CCCF6E,1241520
U2,Pride (In The Name Of Love),12/15/1984,0.45,0.84,0.72,TRBVFZD128F930DEFA,2206310
Bonnie Tyler,Holding Out For A Hero,4/14/1984,0.59,0.87,0.91,TRGJNAN128F42AEEF6,2329346
UB40,Red Red Wine,3/31/1984,0.7,0.48,0.82,TRNLHJF128F42791D0,7332166
Spandau Ballet,Only When You Leave,9/15/1984,0.61,0.75,0.47,TRPDHIY128F4275767,1828152
Romeo Void,A Girl In Trouble (Is A Temporary Thing),10/27/1984,0.68,0.72,0.87,TRUXYPX128F426C2C1,7230766
Rick James,17,8/18/1984,0.74,0.82,0.78,TRGBBAK128F145E8C1,873607
Michael Jackson,Farewell My Summer Love,6/30/1984,0.64,0.8,0.67,TRJZDMO128F9342BCD,3987331
Bon Jovi,Runaway,4/21/1984,0.45,0.73,0.23,TRMOGWJ128F9322992,940917
Steve Perry,Strung Out,10/27/1984,0.44,0.52,0.56,TRAZOCP128F931F20C,1185376
Adam Ant,Strip,3/24/1984,0.66,0.75,0.86,TRGZISL128F428E9AE,9538017
Frankie Goes To Hollywood,Two Tribes,12/15/1984,0.59,0.97,0.36,TRHDSUS128F428E556,777783
Juice Newton,A Little Love,7/7/1984,0.49,0.67,0.61,TRBCABA128F9313B0A,2186234
Thompson Twins,You Take Me Up,10/6/1984,0.68,0.42,0.9,TREDITG128F4290CE2,8038810
Paul Young,Love Of The Common People,6/30/1984,0.76,0.65,0.83,TRHSBQF128F42599DD,2192087
Billy Idol,Rebel Yell,3/24/1984,0.54,0.73,0.43,TRIDUYB12903CC15D5,1159944
Shannon,Give Me Tonight,5/5/1984,0.75,0.94,0.54,TRBUYDJ12903CAFE34,1945296
Nik Kershaw,Wouldn't It Be Good,5/26/1984,0.66,0.73,0.68,TRKJWCO128F93358E4,3035465
Patti LaBelle,If Only You Knew,2/25/1984,0.51,0.36,0.15,TRSYDIQ128F92D176B,7921183
Bonnie Tyler,Take Me Back,1/14/1984,0.45,0.78,0.55,TRNSQUC128F92D2C68,876031
Cameo,She's Strange,5/5/1984,0.84,0.53,0.83,TRHUGKE128F1490DFF,1487820
Maria Vidal,Body Rock,10/20/1984,0.68,0.78,0.79,TRXILYE128F932A566,8512087
Bon Jovi,She Don't Know Me,7/14/1984,0.52,0.78,0.51,TRGJJWS128EF342AC6,13404917
Dan Fogelberg,Believe In Me,5/26/1984,0.41,0.04,0.32,TRGINFC128F4271821,1308616
KISS,Heaven's On Fire,11/17/1984,0.35,0.91,0.2,TRDLRWA128F145A964,9089205
Billy Idol,Catch My Fall,12/8/1984,0.61,0.38,0.57,TRJIZNE128F14647D5,1164737
Night Ranger,(You Can Still) Rock In America,1/28/1984,0.35,0.59,0.34,TRVZUNA128F14566DF,1396290
Eddie Money,The Big Crash,1/14/1984,0.49,0.6,0.7,TRYJIHP128F92F0660,11110029
Laura Branigan,Ti Amo,12/15/1984,0.54,0.8,0.58,TRNERRQ12903CF48C4,1287110
Newcleus,Jam On It,7/21/1984,0.74,0.73,0.33,TRAISDF128F93072AE,4732033
Mr. Mister,Hunters Of The Night,4/21/1984,0.53,0.6,0.88,TRFSAUN128F4291E01,3088788
Honeymoon Suite,New Girl Now,10/6/1984,0.47,0.9,0.55,TRKUWDR128F4285C1B,928183
Spandau Ballet,Communication,4/21/1984,0.48,0.68,0.51,TRFPRFG128F93059D9,1828153
Dazz Band,Joystick,3/24/1984,0.71,0.67,0.82,TRCJCZG12903CBB618,4624704
Roger Daltrey,Walking In My Sleep,4/7/1984,0.64,0.45,0.71,TREASST128F92FC4EE,5211536
Thomas Dolby,Hyperactive,3/24/1984,0.69,0.78,0.84,TRHQPNH12903CB4F43,9912147
Survivor,The Moment Of Truth,7/7/1984,0.67,0.8,0.46,TRFMZOT128F4284F45,1534179
Stephanie Mills,The Medicine Song,11/3/1984,0.78,0.62,0.68,TRGFBCB128F148C647,2741530
Eurogliders,Heaven (Must Be There),12/8/1984,0.66,0.75,0.82,TRODTOA128F93389EA,11296333
Jefferson Starship,Layin' It On The Line,9/29/1984,0.66,0.79,0.69,TRLHXBG128F4285AB8,837423
Eddie Money,Club Michelle,3/24/1984,0.6,0.73,0.72,TRKKJAR128F42BC33D,11179596
Frankie Goes To Hollywood,Relax,5/5/1984,0.68,0.64,0.48,TRDVDOS128F9319F41,815183
Twisted Sister,I Wanna Rock,11/10/1984,0.51,0.68,0.34,TRHZLYU128F92E6499,4654607
Cheryl Lynn,Encore,3/3/1984,0.73,0.61,0.92,TRQDISL128F4270665,8994520
Freddie Mercury,Love Kills,10/27/1984,0.58,0.96,0.66,TRMGAHV128F14580A5,2750713
Bananarama,The Wild Life,12/8/1984,0.6,0.8,0.74,TRBTFAC128EF34275D,6032942
Shalamar,Amnesia,12/22/1984,0.58,0.54,0.74,TRGOJNO12903CAF8B5,8391817
Jocelyn Brown,Somebody Else's Guy,6/30/1984,0.75,0.73,0.82,TREHOUK128F935E3C7,8820281
Bonnie Tyler,Here She Comes,9/1/1984,0.2,0.93,0.56,TRFRGDV128F427664F,2329349
INXS,I Send A Message,8/11/1984,0.82,0.51,0.67,TRDNEBL128F14561E2,1278136
Dolly Parton,Downtown,4/28/1984,0.61,0.62,0.34,TROQGZQ128F42A53B1,5354419
Toni Basil,Over My Head,2/18/1984,0.73,0.39,0.58,TRBAEFH128F93331FE,6401711
Molly Hatchet,Satisfied Man,11/10/1984,0.52,0.86,0.52,TRGLGOI128F9329F4E,2764508
Deniece Williams,Next Love,8/18/1984,0.84,0.68,0.9,TRPROEX128F9336718,3916017
Eurythmics,Sexcrime (Nineteen Eighty-Four),12/1/1984,0.66,0.81,0.56,TRINCDA128F428E0E0,1005527
Giorgio Moroder,Reach Out,8/4/1984,0.66,0.78,0.44,TRDFUVF12903CC8AE9,3771370
Dazz Band,Let It All Blow,12/15/1984,0.8,0.76,0.63,TRCIEWS12903CB56F3,4624712
Go-Go's,Yes Or No,9/29/1984,0.52,0.37,0.89,TRVSMNN128F425C955,1304147
Evelyn Thomas,High Energy,10/20/1984,0.97,0.83,0.75,TRBPMWA128F93661FA,4477061
Wang Chung,Don't Be My Enemy,9/29/1984,0.74,0.56,0.96,TRRSHIC128F148D1C6,3927659
Luther Vandross,Superstar/Until You Come Back To Me (That's What I'm Gonna Do),5/12/1984,0.32,0.14,0.25,TRUJHKB128F42620BC,3060703
Mink DeVille,Each Word's A Beat Of My Heart,2/25/1984,0.78,0.47,0.66,TRKKEBQ128F930884C,1325252
ABC,That Was Then But This Is Now,2/18/1984,0.61,0.89,0.76,TRCQJRY128EF35E23A,5594025
Talk Talk,Such A Shame,7/7/1984,0.58,0.8,0.71,TRWOLMX128EF33FB7D,690104
J. Blackfoot,Taxi,3/24/1984,0.47,0.46,0.28,TRDOHDN12903CF0113,3105388
Modern English,Hands Across The Sea,4/14/1984,0.66,0.57,0.67,TRECMKZ128F92E8FE1,1728758
REO Speedwagon,Can't Fight This Feeling,3/9/1985,0.43,0.64,0.15,TRRLVXW128F42721B6,9094641
Tears For Fears,Shout,8/3/1985,0.56,0.95,0.61,TRBDWCY12903CA84B1,12746596
Mr. Mister,Broken Wings,12/7/1985,0.47,0.55,0.49,TRGVORX128F4291DF1,3951990
Foreigner,I Want To Know What Love Is,2/2/1985,0.46,0.49,0.47,TRCYFPB128F4277D81,3581587
Tears For Fears,Everybody Wants To Rule The World,6/8/1985,0.61,0.92,0.5,TRBIXDZ128F427E461,5239662
Starship,We Built This City,11/16/1985,0.66,0.8,0.71,TRCGAQU128F9364C33,8716618
Bryan Adams,Heaven,6/22/1985,0.39,0.61,0.35,TRFHGWV128E0792EC8,733725
Phil Collins,One More Night,3/30/1985,0.54,0.21,0.34,TRBDMIN128F147FCBB,2792683
Stevie Wonder,Part-Time Lover,11/2/1985,0.71,0.62,0.94,TRFZBAG128F424DF69,1869373
Jan Hammer,Miami Vice Theme,11/9/1985,0.5,0.94,0.85,TRRBNDO128F422B8B0,2701133
Phil Collins,Sussudio,7/6/1985,0.74,0.11,0.48,TRVKVNV128F147FCBC,858547
Ready For The World,Oh Sheila,10/12/1985,0.76,0.78,0.8,TROKJPX128F14958A7,3411877
Eddie Murphy,Party All The Time,12/28/1985,0.72,0.85,0.58,TRHHXYV128F92FCAE6,3410009
Prince,Raspberry Beret,7/20/1985,0.7,0.6,0.84,TRPBFWT128F92F7F1E,7851347
Harold Faltermeyer,Axel F,6/1/1985,0.79,0.74,0.66,TRAATZB12903CC59D8,2426309
DeBarge,Rhythm Of The Night,4/27/1985,0.66,0.71,0.96,TRAFYMY128F92CFE43,3931908
Corey Hart,Never Surrender,8/17/1985,0.55,0.51,0.39,TRGRYXT128F145B452,1410757
Sting,If You Love Somebody Set Them Free,8/3/1985,0.76,0.74,0.74,TRNRLSZ128E0793088,3099974
Commodores,Nightshift,4/20/1985,0.71,0.36,0.81,TRHVZDT128F427EFBE,8252442
Whitney Houston,You Give Good Love,7/27/1985,0.49,0.5,0.48,TRBCZNE12903D09503,1004819
Murray Head,One Night In Bangkok,5/18/1985,0.89,0.55,0.91,TRSDPSU128F1470884,4554216
Aretha Franklin,Freeway Of Love,8/31/1985,0.7,0.87,0.6,TRXMPLK128F14B1629,558240
Tears For Fears,Head Over Heels,11/9/1985,0.3,0.79,0.6,TRJECBX128F427E463,857394
Wham!,Freedom,9/28/1985,0.54,0.77,0.47,TRJBSEE128F427AEEB,701030
Heart,Never,12/7/1985,0.62,0.82,0.64,TRBRYSY128F1456FB7,934221
Survivor,The Search Is Over,7/13/1985,0.53,0.37,0.19,TRFSVRX128F4292856,960321
Teena Marie,Lovergirl,3/30/1985,0.73,0.69,0.75,TREQYMZ128F427068F,2628374
Klymaxx,I Miss You,12/28/1985,0.57,0.32,0.39,TRYAORQ128F1459AC2,1152707
Pat Benatar,We Belong,1/5/1985,0.3,0.68,0.6,TRKJMUY128F4285D86,1381194
Sade,Smooth Operator,5/18/1985,0.68,0.44,0.96,TRACUCQ128F92FFBF7,4595176
Bryan Adams,Summer Of '69,8/31/1985,0.32,0.86,0.46,TRQIQMT128E0791D9C,6409147
Howard Jones,Things Can Only Get Better,6/15/1985,0.75,0.69,0.86,TRKTHXU12903CD4CC5,692663
Julian Lennon,Too Late For Goodbyes,3/23/1985,0.85,0.78,0.97,TRBUMAC128F427576F,9342831
Eurythmics,Would I Lie To You?,7/13/1985,0.61,0.91,0.76,TROQLHD128F425A918,6324745
Arcadia,Election Day,12/14/1985,0.71,0.41,0.52,TRANYVU128F14571A2,886379
Thompson Twins,Lay Your Hands On Me,11/23/1985,0.77,0.76,0.75,TRZLUNR128F4288B88,9692824
Bruce Springsteen,I'm On Fire,4/13/1985,0.44,0.72,0.37,TRWBFCQ128F92E659C,682186
Animotion,Obsession,5/4/1985,0.67,0.62,0.4,TRJJNXR12903CA6CEF,9619027
Bryan Adams,Run To You,1/19/1985,0.7,0.57,0.64,TRWJIPT128E0791D99,1056403
Mary Jane Girls,In My House,6/8/1985,0.64,0.83,0.74,TROZYTC128F427EFBB,1313264
Sting,Fortress Around Your Heart,10/26/1985,0.67,0.39,0.67,TRHERPX128E0793096,724317
Night Ranger,Sentimental Street,7/27/1985,0.59,0.43,0.47,TRSFXJF128EF34943E,1432954
Survivor,High On You,3/23/1985,0.65,0.78,0.86,TRUSWOX128F4292851,960319
